alignment_index,id2,series2,begin2,end2,s2_no_gaps,id,series,begin,end,s1_no_gaps,matches
166,page_017,mega,87,328,"Waare. Der Reichthum der Gesellschaften, in welchen kapitalistische Produktions‐ weise herrscht, erscheint als eine ""ungeheure Waarensammlung""einzelne Waare als seine Elementarform. Unsere Untersuchung beginnt daher mit der Analyse der Waare",1904-05a,dnz,365520,365758,"wort: Der Reichtum der Gesellschaften, in welchen kapitalistische Produktionsweise herrscht, erscheint als eine ungeheure Warensammlung, die einzelne Ware als seine Elementarform. Unsere Untersuchung beginnt daher mit der Analyse der Ware",229
167,page_118,mega,0,505,"producenten durch den sich parasitisch zwischen sie schiebenden Kauf‐ mann. In diesem Sinn sagt Franklin: ""Krieg ist Raub, Handel ist Prellerei Soll die Verwerthung des Handelskapitals nicht aus bloßer Prellerei der Waarenproducenten erklärt werden, so gehört dazu eine lange Reihe von Mittelgliedern, die hier, wo die Waarencirculation und ihre einfachen Mo‐ mente unsere einzige Voraussetzung bilden, noch gänzlich fehlt. Was vom Handelskapital, gilt noch mehr vom Wucherkapital. Im Han‐delskapital sind",1904-05a,dnz,2523015,2523759,"produzenten, durch den sich parasitisch zwischen sie schiebenden Kaufmann"" (""Kapital"", 1. 2. Aufl., S. 148). Dieser Satz ist es, der unseren Professor tief bekümmert und seinen un¬ stillbaren Drang nach Belehrung hervorruft. Was diesem Satze folgt, kümmert ihn nicht mehr. Und doch zeigen schon die nächsten Worte des ""Kapital"", daß die Marxsche ""Auffassung vom Handel"" keine so einfache war. Marx fährt fort: ""Soll die Verwertung des Handelskapitals nicht aus bloßer Prellerei der Waren¬ produzenten erklärt werden, so gehört dazu eine lange Reihe von Mittelgliedern, die hier noch gänzlich fehlt, wo die Warenzirkulation und ihre einfachen Momente unsere einzige Voraussetzung bilden. Diese Mittelglieder, die den Profit des Handelskapitals n",292
168,page_396,mega,638,1533," der von Morgens früh in der Schule sitzt, und nun gar bei heißem Wetter, kann unmöglich mit einem andern wetteifern, der munter und aufgeweckt von seiner Arbeit kommt""Senior's Rede auf dem sociologischen Kongress zu Edinburg 1863. Er zeigt hier auch u. a. nach, wie der einseitige, unproduktive und verlängerte Schultag der Kinder der hö‐ heren und mittleren Klassen die Arbeit der Lehrer nutzlos vermehrt, ""während er Zeit, Gesundheit und Energie der Kinder nicht nur fruchtlos, sondern absolut schädlich verwüstet""Fabriksystem, wie man in Detail bei Robert Owen verfolgen kann, entsproß der Keim der Erziehung der Zukunft, welche für alle Kinder über einem gewissen Alter produktive Arbeit mit Unterricht und Gymnastik verbinden wird, nicht nur als eine Methode zur Steigerung der gesellschaftlichen Produktion, sondern als die einzige Methode zur Produktion vollseitig entwickelter Menschen.",1897-98a,dnz,136815,137642," lernen. (Hier folgt ein Zitat aus den Fabrikinspektorenberichten.) Weitere Belege findet man in Seniers Rede auf dem soziologischen Kongreß zu Edinburg 1863. Er zeigt hier auch u. A. nach, wie der einseitige, unproduktive und verlängerte Schultag der Kinder der höheren und mittleren Klassen die Arbeit der Lehre nutzlos vermehrt, während er Zeit, Gesundheit und Energie der Kinder nicht nur fruchtlos, sondern absolut schädlich verwüstet: Aus dem Fabriksystem, wie man im Detail bei Robert Owen verfolgen kann, entsproß der Keim der Erziehung der Zukunft, welche für alle Kinder über einem gewissen Alter produktive Arbeit mit Unterricht und Gymnastik verbinden wird, nicht nur als eine Methode zur Steigerung der gesellschaftlichen Produktion, sondern als die einzige Methode zur produktion vollseitig entwickelter Menschen.",763
169,page_396,mega,0,250,"Unterricht und Gymnastik. Die Fabrikinspektoren entdeckten bald aus den Zeugenverhören der Schulmeister, daß die Fabrikkinder, obgleich sie nur halb so viel Unterricht genießen als die regelmäßigen Tagesschüler, eben so viel und oft mehr lernen. ""Die",1897-98a,dnz,136579,136828,"Unterricht und Gymnastik. Die Fabrikinspektoren entdeckten bald aus den Zeugenverhören der Schulmeister, daß die Fabrikkinder, obgleich sie nur halb so viel Unterricht genießen als die regelmäßigen Tagesschüler, ebenso viel und oft mehr lernen. (Hie",247
170,page_277,mega,459,543,"der Arbeit hängt nicht nur von der Virtuosität desArbeiters ab, sondern auch von der",1897-98a,dnz,401238,401337,"denn sie hängt nicht nur von dem Grade der Ausschließung konsanguiner Ehen ab, sondern auch von der",52
171,page_182,mega,78,1446,"in der Produktion von Gold und Silber. Gewaltsames zu Tod arbeiten ist hier die offizielle Form der Ueberarbeit. Man lese nur den Diodorus Siculusniedrigeren Formen der Sklavenarbeit, Frohnarbeit u. s. w. bewegt, mitten in einem durch die kapitalistische Produktionsweise beherrschten Weltmarkt stehn, der den Verkauf ihrer Produkte ins Ausland zum vorwiegenden Inter‐ esse entwickelt, wird den barbarischen Greueln der Sklaverei, Leibeigen‐ schaft u. s. w. der civilisirte Greuel der Ueberarbeit aufgepfropft. Daher bewahrte die Negerarbeit in den südlichen Staaten der amerikanischen Union einen gemäßigt patriarchalischen Charakter, so lange die Produktion hauptsächlich auf den unmittelbaren Selbstbedarf gerichtet war. In dem Maße aber wie der Export der Baumwolle das Lebensinteresse jener Staaten wurde, wurde die Ueberarbeitung des Negers, hier und da die Consumtion seines Lebens in sieben Arbeitsjahren, Faktor eines berechneten und be‐ rechnenden Systems. Es galt nicht mehr eine gewisse Masse nütz‐ licher Produkte aus ihm zu gewinnen. Es galt nun die Produktion des Mehr‐ werths selbst. Aehnlich mit der Frohnarbeit, z. B. in den Donaufürsten‐ thümern. Die Vergleichung des Heißhungers nach Mehrarbeit in den Donaufürsten‐thümern mit demselben Heißhunger in englischen Fabriken bietet ein be‐ sondres Interesse, weil die Mehrarbeit in der Frohnarbeit eine",1904-05a,dnz,2580002,2580790," der Produktion geworden, war. ""Sobald"", sagt Marx, ""Völker, deren Produktion sich noch in den niedrigeren Formen der Sklavenarbeit, Fronarbeit usw. bewegt, hineingezogen, werden in einen durch die kapitalistische Produktionsweise beherrschten Welt¬ markt, der den Verkauf ihrer Produkte ins Ausland zum vorwiegenden Interesse, entwickelt, wird den barbarischen Greueln der Sklaverei, Leibeigenschaft usw. der zivilisterte Greuel der Uberarbeit anfgepfropft."" Es galt nicht mehr eine gewisse Masse nützlicher Produkte aus dem Bauern herauszuschlagen. Es galt nun die Produktion des Mehrwertes selbst. Der Aufstand Pugatschews war die erste Offenbarung der durch den neuen¬ Prozeß hervorgerufenen Unzufriedenheit. Paul I. mußte dieser unersättlichen Jagd auf die Mehrarbeit der Bauern eine",484
172,page_402,mega,661,797," Pest‐ quelle des Verderbs und der Sklaverei, unter entsprechenden Verhältnissen umgekehrt zur Quelle humaner Entwicklung umschlagen muß",1897-98a,dnz,144073,144209," Pestquelle des Verderbs und der Sklaverei, unter ent¬ sprechenden Verhältnissen umgekehrt zur Quelle humaner Entwicklung umschlagen muß",134
173,page_402,mega,363,562,"ein, daß die Zusammensetzung des kombinirten Arbeitspersonals aus Individuen beiderlei Geschlechts und der verschiedensten Altersstufen, obgleich in ihrer naturwüchsig brutalen, kapitalistischen Form",1897-98a,dnz,143869,144070,"eb, daß ""die Zusammensetzung des kombinirten Arbeitspersonals aus Individuen beiderlei Geschlechts und der verschiedensten Altersstufen, obgleich in ihrer naturwüchsig brutalen, kapi¬ talistischen Form",197
174,page_393,mega,842,991," Die Fabrikgesetzgebung, diese erste bewußte und plan mäßige Rück‐wirkung der Gesellschaft auf die naturwüchsige Gestalt ihres Produktions‐ prozesses",1897-98a,dnz,2696626,2696775," die Fabrikgesetzgebung diese ""die erste bewußte und planmäßige Rückwirkung der Gesellschaft auf die naturwüchsige Gestalt ihres produktionsprozesses",144
175,page_520,mega,1757,2054,"verschlechtert. Das Gesetz endlich, wel‐ ches die relative Surpluspopulation oder industrielle Reservearmee stets mit Umfang und Energie der Accumulation in Gleichgewicht hält, schmiedet den Arbeiter fester an das Kapital als den Prometheus die Keile des He‐ phästos an den Felsen. Es bedingt eine",1904-05a,dnz,1540183,1540419,"es bleibt bei den Gesetzen, nach denen sie sich auswirken muß, bei den Gesetzen, die, wie Marx einmal sagt, die arbeitenden Klassen fester an das Kapital schmieden, als den Prometheus, die Keile des Hephästos an den Felsen. Gelingt es e",150
176,page_044,mega,1871,2130,"allen Zuständen mußte 24) rakterisirt wird. Versieht man sie daher für die ewige Naturform gesellschaftlicher Produktion, so übersieht man nothwendig auch das Specifische der Werthform, also der Waarenform, weiter entwickelt der Geldform, Kapitalform u. s. w.",1904-05a,dnz,389163,389418,"aft zu sein, und charakterisiert wird. Versteht man sie daher für die ewige Naturform gesellschaftlicher Pro¬ duktion, so übersieht man notwendig dabei auch das Spezifische der Wertform, also der Warenform, weiter entwickelt der Geldform, Kapitalform usw.",233
177,page_366,mega,597,1219,"Spindeln (mit Ausschluß der Dublirspindeln) 6 819 146, Pferdekraft in Dampfmaschinen 27 439, in Wasserrädern 1390, be‐ schäftigte Personen 94 119. Im Jahr 1865 dagegen enthielten dieselben Fabri‐ ken: Webstühle 95 163, Spindeln 7 025 031, Pferdekraft in Dampfmaschinen 28 925, in Wasserrädern 1 445, beschäftigte Personen 88 913. Von 1860 bis 1865 betrug also die Zu nahme dieser Fabriken an Dampfwebstühlen 11 %, an Spindeln 3 %, an Dampfpferdekraft 5 %, während gleichzeitig die Zahl der beschäftigten Personen um 5,5 % abnahm 1862 fand beträchtliches Wachsthum der englischen Wollfabrikation statt, während die Zahl der",1897-98a,dnz,1700615,1701108,"sonen, mit Ausschluß der Selbstmörder, belief sich in den Be¬ triebsjahren 1892/93 auf 1703 3154 1887/88 auft 1893/94 1938 3114 1888/89 1894/95 3128 1889/90 2714 1895/96 3178 * * 2505 1890/91 3248 1891/92 Also auch diese Zahlenreihe kulminirt in den prosperitätsjahren 1891 und 1892, in welchen die Lebensgefährdung der Beamten, für sich gesondert betrachtet, ebenfalls die höchste war. Diese Kulmiration ist aber nicht blos eine absolute sondern auch eine relative. Denn, während die Zahl der",63
178,page_018,mega,863,1108,"Eisen u. s. w. Die Gebrauchswerthe der Waaren liefern das Material einer eignen Disciplin, der Waarenkunde Gebrauch oder der Consumtion. Gebrauchswerthe bilden den stofflichen Inhalt des Reichthums, welches immer seine gesellschaftliche Form sei",1904-05a,dnz,389628,389835,"erden die Güter, Gebrauchswerte, zu Waren und damit zu Tauschwerten und haben Wert. Als Gebrauchswerte dagegen bilden sie ""den stofflichen Inhalt des Reichtums, welches immer seine gesellschaftliche Form sei",145
179,page_608,mega,2562,3076,"Das ist sehr wahr, aber doch nicht die ganze Wahrheit. Das Kapital hat einen horror vor Abwesenheit von Profit, oder sehr kleinem Profit, wie die Natur vor der Leere. Mit ent‐ sprechendem Profit wird Kapital kühn. Zehn Procent sicher, und man kann es überall anwenden; 20 Procent, es wird lebhaft; 50 Procent, positiv waghalsig; für 100 Procent stampft es alle menschlichen Gesetze unter seinen Fuß; 300 Procent, und es existirt kein Verbrechen, das es nicht riskirt, selbst auf Gefahr des Galgens. Wenn Tumult und",1897-98a,dnz,2919252,2919775,"Das ist wahr, aber doch nicht die ganze Wahrheit. Das Kapital hat einen Horror vor Abwesenheit von Profit oder sehr kleinem Profit, wie die Natur vor der Leere. Mit entsprechendem profit wird Kapital kühn. Zehn Prozent sicher, und man kann es überall anwenden; zwanzig Prozent, es wird lebhaft; fünfzig ProZent, positiv waghalsig; für hundert Prozent Stampft es alle menschlichen Gesetze unter seinen Fuß; dreihundert Prozent, und es existirt kein Verbrechen, das es nicht rikirt — selbst auf Gefahr des Galgens. Wenn man n",482
180,page_449,mega,520,1510,"die Form des Arbeits‐lohns selbst kontrolirt werden, macht sie großen Theil der Arbeitsaufsicht überflüssig. Sie bildet daher sowohl die Grundlage der früher geschilderten modernen Hausarbeit als eines hierarchisch gegliederten Systems der Ex‐ ploitation und Unterdrückung. Das letztere besitzt zwei Grundformen. Der Stücklohn erleichtert einerseits das Zwischenschieben von Parasiten zwi‐ schen Kapitalist und Lohnarbeiter, Unterverpachtung der Arbeit (subletting of labour). Der Gewinn der Zwischenpersonen fließt ausschließlich aus der Differenz zwischen dem Arbeitspreis, den der Kapitalist zahlt, und dem Theil dieses Preises, den sie dem Arbeiter wirklich zukommen lassenSystem heißt in England charakteristisch das ""Sweating System"" (Aus‐ schweißungssystem). Andrerseits erlaubt der Stücklohn dem Kapitalisten mit dem Hauptarbeiter ‒ in der Manufaktur mit dem Chef einer Gruppe, in den Minen mit dem Ausbrecher der Kohle u. s. w., in der Fabrik mit dem eigentlichen Maschinenarbeiter",1904-05a,dnz,1950584,1951298,"die Stelle des Arbeitslohns als Wertmaß des Tauschwertes der Waren mehr und mehr die Arbeitsmenge, gemessen an der Arbeitszeit, ohne daß jedoch zwischen der Arbeitsmenge (der nötigen Arbeitszeit) und dem Werte der Arbeit genau unterschieden würde. Im Gegenteil finden wir immer wieder — am deutlichsten bei William. Harris — das Bestreben, den Warenwert nach dem ""Arbeitspreis"" (Arbeits¬ lohn) zu bemessen. Das Immerwiederauftauchen dieser Verwechslung — oft bei demselben. Autor, der vorher den Wert der Waren durch die zu ihrer Herstellung er¬ forderliche Arbeitszeit bestimmt hatte — erklärt sich sehr einfach aus dem da¬ maligen Entwicklungsstand der englischen Industrie. Zu einer eigentlichen maschinellen Gr",224
181,page_117,mega,1272,1599,"Da es aber unmöglich ist aus der Circulation selbst die Verwandlung von Geld in Kapital, die Bildung von Mehrwerth zu erklären, erscheint das Handelskapital unmöglich, sobald Aequivalente ausgetauscht werden ableitbar aus der doppelseitigen Uebervortheilung der kaufenden und verkaufenden Waaren‐ 30) Destutt de Tracy, obgleich",1904-05a,dnz,2522662,2523042,"Da es unmöglich ist, aus der Zirkulation selbst die Verwandlung von Geld¬ in Kapital, die Bildung von Mehrwert zu erklären, erscheint das Handelskapital, unmöglich, sobald Aquivalente ausgetauscht werden, daher nur ableitbar aus der K. Kautsky: Brentanos Preisrätfel für Marxisten. 715. poppelseitigen Ubervorteilung der kaufenden und verkaufenden Warenproduzenten, durch den sich",233
182,page_629,mega,936,1174,"andern gleichgesetzt ist. Man vergißt, daß die Größen verschiedner Dinge erst quantitativ vergleichbar sind nach ihrer Reduktion auf dieselbe Einheit. Nur als Ausdrücke derselben Einheit sind sie gleichnamige, daher kom‐ mensurable Größen",1904-05a,dnz,1905282,1905679,"nd an sich keineswegs vergleichbare Größen. Sie werden quantitativ vergleichbar nur, wenn sie bezogen¬ werdett einerseits auf eine unveränderte Nangskala der gesellschaftlichen Bedürfnisse, anderer¬ seits auf unveränderten gesellschaftlichen Arbeitsaufwand, Während aber die Bedürfnisskala der Konsumenten als konstant gedacht werden muß, weil sonst der Volkswohlstand eine in¬ kommensurable Größe",83
